Time,p21r1,p21r2,p21r3,p28r1,p28r2,p28r3,p167r1,p167r2,p167r3,p168r1,p168r2,p168r3,p180r1,p180r2,p180r3,p181r1,p181r2,p181r3,p182r1,p182r2,p182r3,p195r1,p195r2,p195r3,p196r1,p196r2,p196r3,BLKr1,BLKr2,BLKr3
10:35:15,0.396,0.373,0.433,0.532,0.574,0.623,0.344,0.322,0.388,0.64,0.608,0.652,0.365,0.309,0.392,0.427,0.423,0.44,0.627,0.605,0.619,0.649,0.612,0.619,0.626,0.601,0.605,0.096,0.097,0.097
10:38:15,0.397,0.372,0.433,0.533,0.575,0.625,0.345,0.322,0.387,0.642,0.607,0.652,0.364,0.307,0.393,0.428,0.423,0.44,0.629,0.608,0.62,0.652,0.617,0.622,0.627,0.6,0.608,0.097,0.097,0.097
10:41:15,0.394,0.373,0.433,0.533,0.575,0.623,0.344,0.322,0.388,0.641,0.608,0.653,0.364,0.308,0.392,0.427,0.422,0.439,0.628,0.606,0.617,0.648,0.613,0.619,0.627,0.601,0.605,0.097,0.097,0.097
10:44:15,0.395,0.372,0.432,0.532,0.575,0.626,0.345,0.323,0.39,0.64,0.609,0.653,0.364,0.308,0.391,0.426,0.422,0.44,0.626,0.606,0.617,0.649,0.611,0.621,0.628,0.602,0.607,0.097,0.097,0.097
10:47:15,0.396,0.371,0.431,0.532,0.575,0.624,0.344,0.322,0.386,0.64,0.608,0.653,0.364,0.308,0.391,0.427,0.42,0.438,0.628,0.608,0.618,0.651,0.615,0.619,0.627,0.602,0.607,0.097,0.097,0.097
10:50:15,0.394,0.37,0.431,0.532,0.573,0.624,0.344,0.322,0.387,0.64,0.607,0.652,0.364,0.306,0.391,0.426,0.42,0.438,0.628,0.607,0.62,0.65,0.617,0.619,0.625,0.601,0.608,0.096,0.097,0.097
10:53:15,0.395,0.371,0.431,0.531,0.575,0.622,0.344,0.321,0.387,0.64,0.606,0.653,0.363,0.308,0.39,0.425,0.421,0.438,0.625,0.605,0.619,0.647,0.611,0.623,0.626,0.601,0.606,0.099,0.097,0.097
10:56:15,0.394,0.369,0.429,0.533,0.574,0.621,0.343,0.321,0.386,0.637,0.607,0.654,0.362,0.306,0.391,0.424,0.42,0.438,0.627,0.606,0.62,0.65,0.616,0.621,0.625,0.599,0.606,0.098,0.097,0.097
10:59:15,0.394,0.371,0.429,0.533,0.572,0.621,0.343,0.321,0.387,0.639,0.609,0.655,0.362,0.308,0.391,0.424,0.419,0.437,0.625,0.604,0.618,0.647,0.612,0.622,0.627,0.602,0.606,0.096,0.097,0.097
11:02:15,0.394,0.368,0.429,0.533,0.573,0.624,0.343,0.321,0.386,0.639,0.608,0.653,0.361,0.305,0.389,0.425,0.42,0.436,0.626,0.608,0.618,0.649,0.616,0.622,0.627,0.603,0.607,0.096,0.097,0.097
11:05:15,0.392,0.37,0.429,0.532,0.573,0.621,0.343,0.321,0.386,0.639,0.608,0.653,0.361,0.306,0.39,0.424,0.419,0.436,0.626,0.606,0.618,0.648,0.612,0.621,0.626,0.602,0.606,0.096,0.097,0.097
11:08:15,0.393,0.369,0.428,0.533,0.574,0.621,0.343,0.32,0.387,0.638,0.609,0.657,0.361,0.306,0.389,0.423,0.418,0.436,0.626,0.606,0.619,0.648,0.611,0.621,0.626,0.601,0.605,0.099,0.097,0.097
11:11:15,0.392,0.37,0.428,0.534,0.574,0.619,0.342,0.321,0.386,0.638,0.611,0.654,0.361,0.307,0.389,0.422,0.418,0.436,0.623,0.605,0.62,0.647,0.615,0.622,0.625,0.603,0.607,0.096,0.097,0.097
11:14:15,0.392,0.367,0.427,0.534,0.574,0.619,0.343,0.321,0.385,0.639,0.608,0.656,0.36,0.306,0.389,0.423,0.417,0.436,0.627,0.608,0.62,0.65,0.615,0.622,0.624,0.603,0.606,0.096,0.097,0.097
11:17:15,0.391,0.369,0.427,0.535,0.573,0.62,0.342,0.32,0.385,0.639,0.609,0.655,0.36,0.306,0.388,0.422,0.418,0.435,0.627,0.605,0.616,0.649,0.616,0.62,0.625,0.603,0.606,0.096,0.097,0.097
11:20:15,0.389,0.369,0.427,0.532,0.573,0.618,0.342,0.321,0.385,0.638,0.609,0.656,0.36,0.306,0.388,0.422,0.417,0.434,0.627,0.605,0.618,0.649,0.614,0.621,0.625,0.602,0.605,0.096,0.097,0.097
11:23:15,0.391,0.366,0.427,0.534,0.572,0.618,0.342,0.321,0.386,0.639,0.609,0.657,0.36,0.304,0.388,0.422,0.415,0.434,0.626,0.607,0.619,0.649,0.615,0.62,0.624,0.603,0.607,0.098,0.097,0.097
11:26:15,0.39,0.366,0.426,0.535,0.573,0.62,0.342,0.321,0.386,0.638,0.609,0.657,0.359,0.304,0.388,0.422,0.415,0.433,0.627,0.606,0.619,0.648,0.614,0.619,0.625,0.602,0.607,0.101,0.097,0.097
11:29:15,0.391,0.367,0.425,0.533,0.572,0.617,0.341,0.32,0.385,0.636,0.61,0.657,0.359,0.305,0.387,0.421,0.414,0.432,0.625,0.603,0.619,0.647,0.61,0.62,0.624,0.601,0.605,0.102,0.097,0.097
11:32:15,0.39,0.365,0.425,0.533,0.572,0.62,0.342,0.32,0.386,0.637,0.607,0.658,0.359,0.304,0.388,0.42,0.414,0.433,0.626,0.608,0.619,0.648,0.617,0.62,0.626,0.601,0.608,0.102,0.097,0.097
11:35:15,0.388,0.366,0.425,0.534,0.572,0.617,0.342,0.32,0.385,0.637,0.609,0.658,0.358,0.303,0.387,0.419,0.413,0.433,0.628,0.609,0.618,0.65,0.614,0.62,0.624,0.602,0.607,0.101,0.097,0.097
11:38:15,0.389,0.365,0.425,0.535,0.572,0.618,0.342,0.32,0.384,0.638,0.608,0.658,0.358,0.303,0.387,0.42,0.413,0.433,0.627,0.608,0.621,0.645,0.616,0.62,0.625,0.599,0.607,0.1,0.097,0.097
11:41:15,0.389,0.365,0.424,0.534,0.572,0.617,0.341,0.319,0.383,0.634,0.61,0.659,0.357,0.304,0.386,0.418,0.415,0.432,0.623,0.604,0.621,0.646,0.613,0.622,0.625,0.602,0.605,0.099,0.097,0.097
11:44:15,0.39,0.366,0.424,0.535,0.571,0.618,0.341,0.32,0.383,0.637,0.611,0.658,0.357,0.303,0.387,0.419,0.414,0.432,0.626,0.609,0.62,0.647,0.617,0.622,0.623,0.6,0.607,0.098,0.097,0.097
11:47:15,0.388,0.365,0.424,0.535,0.571,0.616,0.34,0.319,0.384,0.637,0.611,0.658,0.357,0.303,0.386,0.419,0.412,0.431,0.626,0.606,0.62,0.645,0.614,0.623,0.624,0.601,0.606,0.096,0.097,0.097
11:50:15,0.388,0.365,0.423,0.534,0.571,0.616,0.34,0.319,0.384,0.637,0.61,0.66,0.357,0.305,0.386,0.416,0.413,0.43,0.621,0.606,0.622,0.645,0.614,0.622,0.625,0.601,0.604,0.096,0.097,0.097
11:53:15,0.387,0.364,0.422,0.534,0.571,0.615,0.34,0.319,0.385,0.636,0.608,0.658,0.357,0.302,0.386,0.416,0.412,0.431,0.627,0.607,0.619,0.65,0.614,0.622,0.622,0.601,0.607,0.096,0.097,0.097
11:56:15,0.387,0.365,0.422,0.535,0.571,0.615,0.34,0.318,0.383,0.637,0.611,0.66,0.356,0.303,0.385,0.418,0.412,0.43,0.624,0.607,0.619,0.644,0.612,0.623,0.624,0.602,0.605,0.096,0.097,0.097
11:59:15,0.387,0.364,0.421,0.536,0.571,0.616,0.34,0.319,0.384,0.637,0.611,0.66,0.356,0.304,0.384,0.416,0.412,0.431,0.624,0.607,0.621,0.646,0.614,0.621,0.625,0.603,0.608,0.096,0.097,0.097
12:02:15,0.386,0.363,0.421,0.535,0.571,0.613,0.339,0.319,0.383,0.637,0.61,0.661,0.356,0.302,0.384,0.416,0.409,0.43,0.626,0.608,0.62,0.647,0.616,0.619,0.622,0.602,0.607,0.096,0.097,0.097
